-5.800000000000000000e+01,4.184100424782347810e-03
-5.600000000000000000e+01,1.673640167287109709e-02
-5.400000000000000000e+01,1.046025103569757364e-02
-5.200000000000000000e+01,1.048560919473202034e-02
-5.000000000000000000e+01,6.948142548936149174e-03
-4.800000000000000000e+01,1.118295926552907889e-02
-4.600000000000000000e+01,1.464435146047992145e-02
-4.400000000000000000e+01,1.880309372622782429e-02
-4.200000000000000000e+01,2.092050209765344490e-02
-4.000000000000000000e+01,1.885381004429671423e-02
-3.800000000000000000e+01,1.950044379702489672e-02
-3.600000000000000000e+01,1.676175983190554206e-02
-3.400000000000000000e+01,2.092050209765344490e-02
-3.200000000000000000e+01,2.228984408021311356e-02
-3.000000000000000000e+01,2.159249400941606195e-02
-2.800000000000000000e+01,2.373526053987610671e-02
-2.600000000000000000e+01,3.138075313335101507e-02
-2.400000000000000000e+01,3.138075313335101507e-02
-2.200000000000000000e+01,4.111829596547540017e-02
-2.000000000000000000e+01,4.393305440769806197e-02
-1.800000000000000000e+01,6.211487253116109580e-02
-1.600000000000000000e+01,9.775580056639776583e-02
-1.400000000000000000e+01,2.165335358490812490e-01
-1.200000000000000000e+01,4.748478505060242938e-01
-1.000000000000000000e+01,7.870419673614879041e-01
-8.000000000000000000e+00,9.315804488842203135e-01
-6.000000000000000000e+00,9.770635222497858763e-01
-4.000000000000000000e+00,9.979333080004773038e-01
-2.000000000000000000e+00,9.979079498138671012e-01
0.000000000000000000e+00,9.979079498138671012e-01
2.000000000000000000e+00,9.923037911309026127e-01
4.000000000000000000e+00,9.769367313167351963e-01
6.000000000000000000e+00,9.455052618857557878e-01
8.000000000000000000e+00,7.875744896872605150e-01
1.000000000000000000e+01,4.505515407885444801e-01
1.200000000000000000e+01,1.837961205109925888e-01
1.400000000000000000e+01,8.151388368393205908e-02
1.600000000000000000e+01,5.226321799245280814e-02
1.800000000000000000e+01,3.763154561149009009e-02
2.000000000000000000e+01,2.996069483272246342e-02
2.200000000000000000e+01,3.138075313335101507e-02
2.400000000000000000e+01,2.822365919548842916e-02
2.600000000000000000e+01,3.140611129238546351e-02
2.800000000000000000e+01,2.301255231004461707e-02
3.000000000000000000e+01,2.719665270856866726e-02
3.200000000000000000e+01,2.037847092527983114e-02
3.400000000000000000e+01,1.464435146047992145e-02
3.600000000000000000e+01,1.673640167287109709e-02
3.800000000000000000e+01,1.464435146047992145e-02
4.000000000000000000e+01,2.094586025668788987e-02
4.200000000000000000e+01,1.828642071288864163e-02
4.400000000000000000e+01,1.464435146047992145e-02
4.600000000000000000e+01,1.046025103569757364e-02
4.800000000000000000e+01,1.536705969031142670e-02
5.000000000000000000e+01,1.464435146047992145e-02
5.200000000000000000e+01,1.464435146047992145e-02
5.400000000000000000e+01,1.327500947792025279e-02
5.600000000000000000e+01,1.745910990270260060e-02
