-6.600000000000000000e+01,1.440576231096685374e-02
-6.400000000000000000e+01,1.440576231096685374e-02
-6.200000000000000000e+01,1.680672268360215021e-02
-6.000000000000000000e+01,1.560624249728450284e-02
-5.800000000000000000e+01,1.939542646718048213e-02
-5.600000000000000000e+01,1.920768306876329337e-02
-5.400000000000000000e+01,2.175883817265818893e-02
-5.200000000000000000e+01,2.400960383908557969e-02
-5.000000000000000000e+01,2.632066290414980178e-02
-4.800000000000000000e+01,2.881152460940786600e-02
-4.600000000000000000e+01,2.881152460940786600e-02
-4.400000000000000000e+01,3.601440576489128853e-02
-4.200000000000000000e+01,3.826553061499417957e-02
-4.000000000000000000e+01,3.961584633637008079e-02
-3.800000000000000000e+01,4.266729131903530120e-02
-3.600000000000000000e+01,4.947001240562567265e-02
-3.400000000000000000e+01,5.799853601173224349e-02
-3.200000000000000000e+01,7.533058103270826034e-02
-3.000000000000000000e+01,1.096456534635531221e-01
-2.800000000000000000e+01,2.384514393732377613e-01
-2.600000000000000000e+01,5.441773201108178748e-01
-2.400000000000000000e+01,8.188827142825245708e-01
-2.200000000000000000e+01,9.287733044961055118e-01
-2.000000000000000000e+01,9.717896134116250639e-01
-1.800000000000000000e+01,9.870450423439444121e-01
-1.600000000000000000e+01,9.903961584092519921e-01
-1.400000000000000000e+01,9.942479235370054180e-01
-1.200000000000000000e+01,9.987995198011564435e-01
-1.000000000000000000e+01,9.929848622053563112e-01
-8.000000000000000000e+00,9.965863028018867587e-01
-6.000000000000000000e+00,9.963985594034695525e-01
-4.000000000000000000e+00,1.000000000000000000e+00
-2.000000000000000000e+00,9.987995198011564435e-01
0.000000000000000000e+00,9.987995198011564435e-01
2.000000000000000000e+00,9.962108160050523464e-01
4.000000000000000000e+00,9.982495241998170510e-01
6.000000000000000000e+00,9.961482348722465741e-01
8.000000000000000000e+00,9.939975990057825506e-01
1.000000000000000000e+01,9.951980792046258850e-01
1.200000000000000000e+01,9.937472744745596831e-01
1.400000000000000000e+01,9.881450335466231971e-01
1.600000000000000000e+01,9.885451936129044936e-01
1.800000000000000000e+01,9.794913477487543485e-01
2.000000000000000000e+01,9.646854253224702580e-01
2.200000000000000000e+01,9.348726026497325980e-01
2.400000000000000000e+01,8.283259447549289334e-01
2.600000000000000000e+01,5.439204750832211666e-01
2.800000000000000000e+01,2.480427094728077930e-01
3.000000000000000000e+01,1.184455830333358134e-01
3.200000000000000000e+01,7.487927851281644953e-02
3.400000000000000000e+01,5.657240456599294670e-02
3.600000000000000000e+01,4.736872308745425364e-02
3.800000000000000000e+01,4.336712245386958875e-02
4.000000000000000000e+01,3.241296518088665479e-02
4.200000000000000000e+01,3.001200479572550817e-02
4.400000000000000000e+01,2.641056422424671937e-02
4.600000000000000000e+01,2.521008403792907027e-02
4.800000000000000000e+01,2.400960383908557969e-02
5.000000000000000000e+01,1.975767867010270670e-02
5.200000000000000000e+01,1.665688715010728640e-02
5.400000000000000000e+01,1.800720288244564427e-02
5.600000000000000000e+01,1.800720288244564427e-02
5.800000000000000000e+01,1.560624249728450284e-02
6.000000000000000000e+01,1.320528211212335969e-02
6.200000000000000000e+01,1.080432172696221826e-02
6.400000000000000000e+01,1.121681842796677132e-02
6.600000000000000000e+01,9.603841540644569158e-03
