-164	0.05838
-162	0.06091
-160	0.06345
-158	0.06599
-156	0.06801
-154	0.06868
-152	0.0736
-150	0.07614
-148	0.07868
-146	0.08376
-144	0.08629
-142	0.08958
-140	0.09391
-138	0.09898
-136	0.10406
-134	0.10914
-132	0.11583
-130	0.12437
-128	0.1347
-126	0.15865
-124	0.2135
-122	0.32946
-120	0.46716
-118	0.58455
-116	0.65135
-114	0.67697
-112	0.6911
-110	0.70227
-108	0.7137
-106	0.72346
-104	0.73111
-102	0.74112
-100	0.74679
-98	0.75694
-96	0.76598
-94	0.77426
-92	0.78173
-90	0.78882
-88	0.79516
-86	0.80457
-84	0.80964
-82	0.81737
-80	0.82344
-78	0.82995
-76	0.83756
-74	0.84264
-72	0.84772
-70	0.8529
-68	0.86041
-66	0.86802
-64	0.8731
-62	0.87817
-60	0.88579
-58	0.89095
-56	0.89732
-54	0.90355
-52	0.90863
-50	0.91371
-48	0.9208
-46	0.9264
-44	0.93147
-42	0.93655
-40	0.94162
-38	0.946
-36	0.95024
-34	0.95685
-32	0.95939
-30	0.96557
-28	0.96954
-26	0.97208
-24	0.97716
-22	0.9797
-20	0.98477
-18	0.98731
-16	0.98985
-14	0.99239
-12	0.99239
-10	0.99746
-8	1
-6	1
-4	1
-2	1
0	1
2	1
4	1
6	0.99746
8	0.99746
10	0.99746
12	0.99492
14	0.99481
16	0.9923
18	0.98985
20	0.98731
22	0.98265
24	0.9791
26	0.97716
28	0.97208
30	0.96701
32	0.96447
34	0.95939
36	0.95431
38	0.94924
40	0.94661
42	0.93909
44	0.93544
46	0.92893
48	0.92386
50	0.91867
52	0.91362
54	0.90725
56	0.90102
58	0.8941
60	0.88832
62	0.88314
64	0.87808
66	0.87047
68	0.86438
70	0.85712
72	0.85078
74	0.84518
76	0.8401
78	0.83487
80	0.82631
82	0.81869
84	0.81412
86	0.80699
88	0.79695
90	0.79188
92	0.78588
94	0.77665
96	0.76904
98	0.76042
100	0.75372
102	0.7435
104	0.7335
106	0.72631
108	0.71514
110	0.70459
112	0.6928
114	0.67748
116	0.65183
118	0.58497
120	0.46735
122	0.33467
124	0.22
126	0.1596
128	0.13691
130	0.12478
132	0.11615
134	0.10914
136	0.10406
138	0.09898
140	0.09391
142	0.09137
144	0.08629
146	0.08316
148	0.08022
150	0.07614
152	0.0736
154	0.07107
156	0.06853
158	0.06599
160	0.06345
162	0.06091
164	0.05981
