0.5	0.64386
1.5	0.70731
2.5	0.78246
3.5	0.84982
4.5	0.89737
5.5	0.9307
6.5	0.95474
7.5	0.97149
8.5	0.98351
9.5	0.99211
10.5	0.99649
11.5	1
12.5	1.00088
13.5	1.00088
14.5	1
15.5	0.99825
16.5	0.99526
17.5	0.99175
18.5	0.98816
19.5	0.98404
20.5	0.9807
21.5	0.97632
22.5	0.97105
23.5	0.96637
24.5	0.96184
25.5	0.95737
26.5	0.95292
27.5	0.9486
28.5	0.94509
29.5	0.94
30.5	0.93596
31.5	0.93099
32.5	0.92632
33.5	0.92149
34.5	0.91696
35.5	0.91175
36.5	0.90684
37.5	0.90205
38.5	0.89719
39.5	0.89298
40.5	0.88877
41.5	0.88465
42.5	0.88012
43.5	0.87485
44.5	0.8693
45.5	0.86456
46.5	0.86023
47.5	0.85497
48.5	0.85123
49.5	0.84684
50.5	0.8424
51.5	0.83713
52.5	0.83175
53.5	0.82702
54.5	0.82368
55.5	0.82018
56.5	0.81579
57.5	0.81184
58.5	0.80719
59.5	0.80246
60.5	0.79754
61.5	0.79386
62.5	0.78947
63.5	0.78421
64.5	0.77965
65.5	0.775
66.5	0.77061
67.5	0.76696
68.5	0.76368
69.5	0.75936
70.5	0.75544
71.5	0.75
72.5	0.74649
73.5	0.74211
74.5	0.73713
75.5	0.73316
76.5	0.72865
77.5	0.72412
78.5	0.71982
79.5	0.71623
80.5	0.71228
81.5	0.70789
82.5	0.70322
83.5	0.7
84.5	0.69491
85.5	0.69064
86.5	0.68649
87.5	0.68304
88.5	0.67939
89.5	0.67561
90.5	0.67123
91.5	0.66684
92.5	0.66316
93.5	0.66053
94.5	0.65702
95.5	0.65193
96.5	0.64754
97.5	0.64316
98.5	0.63982
99.5	0.63626
100.5	0.63275
101.5	0.6286
102.5	0.62427
103.5	0.62158
104.5	0.61789
105.5	0.61404
106.5	0.60965
107.5	0.60526
108.5	0.60193
109.5	0.5989
110.5	0.59509
111.5	0.59152
112.5	0.58801
113.5	0.58474
114.5	0.58088
115.5	0.57719
116.5	0.57368
117.5	0.57061
118.5	0.56711
119.5	0.56421
120.5	0.56075
121.5	0.55754
122.5	0.55474
123.5	0.55146
124.5	0.54825
125.5	0.54444
126.5	0.54035
127.5	0.53684
128.5	0.53333
129.5	0.52982
130.5	0.52632
131.5	0.52368
132.5	0.52047
133.5	0.51732
134.5	0.51421
135.5	0.51053
136.5	0.5076
137.5	0.50526
138.5	0.50234
139.5	0.49895
140.5	0.49649
141.5	0.49298
142.5	0.49018
143.5	0.48713
144.5	0.48439
145.5	0.48123
146.5	0.47912
147.5	0.47661
148.5	0.47316
149.5	0.46982
150.5	0.46689
151.5	0.46462
152.5	0.46211
153.5	0.45912
154.5	0.45526
155.5	0.45249
156.5	0.45
157.5	0.44766
158.5	0.44491
159.5	0.4424
160.5	0.4405
161.5	0.43789
162.5	0.43421
163.5	0.43158
164.5	0.42807
165.5	0.42579
166.5	0.42325
167.5	0.42127
168.5	0.41842
169.5	0.41509
170.5	0.41246
171.5	0.40982
172.5	0.4076
173.5	0.40632
174.5	0.40351
175.5	0.40073
176.5	0.39877
177.5	0.39649
178.5	0.39386
179.5	0.39123
180.5	0.38912
181.5	0.38713
182.5	0.38456
183.5	0.38202
184.5	0.37939
185.5	0.37702
186.5	0.37456
187.5	0.37251
188.5	0.37053
189.5	0.36825
190.5	0.36623
191.5	0.36404
192.5	0.3614
193.5	0.35877
194.5	0.35592
195.5	0.35439
196.5	0.35241
197.5	0.34982
198.5	0.34803
199.5	0.3462
200.5	0.34456
201.5	0.34232
202.5	0.33991
203.5	0.33772
204.5	0.33596
205.5	0.33386
206.5	0.33158
207.5	0.33012
208.5	0.32807
209.5	0.3261
210.5	0.32456
211.5	0.32251
212.5	0.32088
213.5	0.31965
214.5	0.31754
215.5	0.31491
216.5	0.31368
217.5	0.31193
218.5	0.30982
219.5	0.30819
220.5	0.30632
221.5	0.30386
222.5	0.30234
223.5	0.30058
224.5	0.29912
225.5	0.29737
226.5	0.29605
227.5	0.29386
228.5	0.29123
229.5	0.28904
230.5	0.28713
231.5	0.28561
232.5	0.28392
233.5	0.28246
234.5	0.28053
235.5	0.27842
236.5	0.27749
237.5	0.27491
238.5	0.27404
239.5	0.27193
240.5	0.27105
241.5	0.26842
242.5	0.26667
243.5	0.26544
244.5	0.26404
245.5	0.26287
246.5	0.26158
247.5	0.25987
248.5	0.2576
249.5	0.25556
250.5	0.25439
251.5	0.25336
252.5	0.25117
253.5	0.24965
254.5	0.24825
255.5	0.24737
256.5	0.24544
257.5	0.24364
258.5	0.24211
259.5	0.24105
260.5	0.23947
261.5	0.2386
262.5	0.23719
263.5	0.23596
264.5	0.23421
265.5	0.23275
266.5	0.23158
267.5	0.22982
268.5	0.22895
269.5	0.22719
270.5	0.22566
271.5	0.22456
272.5	0.22281
273.5	0.22228
274.5	0.22061
275.5	0.2193
276.5	0.21842
277.5	0.21719
278.5	0.21579
279.5	0.21433
280.5	0.21316
281.5	0.21199
282.5	0.2107
283.5	0.20987
284.5	0.20819
285.5	0.20731
286.5	0.20509
287.5	0.20424
288.5	0.20263
289.5	0.20132
290.5	0.20044
291.5	0.2
292.5	0.19912
293.5	0.19825
294.5	0.19825
295.5	0.19825
